"StartDate","EndDate","Date","TaxonVersionKey","TaxonName","Projection","Precision","SiteName","Recorder","ZeroAbundance","UnderValidation","Sampling.method","County","Abundance_Simplified","Type","lon","lat"
2007-06-25,2007-06-25,2007-06-25,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"cooltederry river barrow","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.19572064404705,53.1583093355905
2007-08-09,2007-08-09,2007-08-09,"NBNSYS0100005722","Taraxacum agg.","OSI",1000,"killinure","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11177832029979,53.1330022445806
2006-06-08,2006-06-08,2006-06-08,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"carrick wood enterance","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.19001231163532,53.1438937720912
2008-07-14,2008-07-14,2008-07-14,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"kilcriuse douglas river","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.07546614298514,52.9103270075736
2008-07-15,2008-07-15,2008-07-15,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"cappalug","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.01109922579964,52.8648781893469
2009-09-23,2009-09-23,2009-09-23,"NBNSYS0000004496","Cirsium dissectum","OSI",1,"coolteen","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.47252391437058,54.1472763219903
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000004491","Cirsium palustre","OSI",1,"caltragh marsh","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.4817838566159,54.2581356651954
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000004491","Cirsium palustre","OSI",1,"carha","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.69720563471006,54.1462755087235
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000004491","Cirsium palustre","OSI",1,"corwillick","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.36989352294075,54.2632469327716
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000004491","Cirsium palustre","OSI",1,"kingsbrook bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.4280290090187,54.103376576756
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002409","Cladium mariscus","OSI",1,"tullaghaglass bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.89932423772519,54.0986766426676
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000003430","Crataegus monogyna","OSI",1,"knocknawhishoge","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.47298614810593,54.0722676481921
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002563","Cynosurus cristatus","OSI",1,"tullaghaglass bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.89932423772519,54.0986766426676
2010-09-17,2010-09-17,2010-09-17,"NBNSYS0000002561","Dactylis glomerata","OSI",100,"moylough raised bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.71762833046707,54.5846939317454
2011-08-25,2011-08-25,2011-08-25,"NHMSYS0000459088","Glyceria fluitans","OSI",1000,"tankardsrock","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.45241560840609,54.0129649114808
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003630","Hedera helix","OSI",1000,"whiterath","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.4111239175261,53.9211282719539
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003524","Lythrum salicaria","OSI",1000,"whiterath","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.4111239175261,53.9211282719539
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003796","Rumex sanguineus","OSI",1000,"dunmahon","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.43885213420717,53.9600292421188
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003796","Rumex sanguineus","OSI",1000,"dromiskin","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.38392816541803,53.9182134228328
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003859","Salix alba","OSI",1000,"dunmahon","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.43885213420717,53.9600292421188
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003859","Salix alba","OSI",1000,"newtowndarver","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.44257142711025,53.9223849949224
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003873","Salix cinerea subsp. oleifolia","OSI",1000,"knockattin","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.4600817833673,53.9668983658797
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000004324","Sambucus nigra","OSI",1000,"newtowndarver","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.44257142711025,53.9223849949224
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000004352","Succisa pratensis","OSI",1000,"newtowndarver","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.44257142711025,53.9223849949224
2011-08-25,2011-08-25,2011-08-25,"NBNSYS0000003211","Ulex europaeus","OSI",1000,"newtowndarver","P. Foss & B. O'Loughlin","False","False","Site survey","Louth","Unknown","Plant",-6.44257142711025,53.9223849949224
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000002054","Athyrium filix-femina","OSI",1000,"dunelty","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.63493351932708,53.9769644651436
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000003614","Hippuris vulgaris","OSI",1000,"monaltyduff  monalty","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.68659813291069,53.9693823010902
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000002126","Potamogeton natans","OSI",1000,"ballingarry lough","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.63947152996114,53.9859738071372
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000002386","Schoenoplectus lacustris","OSI",1000,"ballingarry lough","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.63947152996114,53.9859738071372
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000003438","Sorbus aucuparia","OSI",1000,"dunelty","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.63493351932708,53.9769644651436
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000003231","Trifolium pratense","OSI",1000,"ballingarry lough","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.63947152996114,53.9859738071372
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000002369","Typha latifolia","OSI",1000,"dunelty","P. Foss, P. Crushell, F. Wilson & C. Brennan","False","False","Site survey","Monaghan","Unknown","Plant",-6.63493351932708,53.9769644651436
2008-04-15,2008-04-15,2008-04-15,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"glendasan old lead works","David Holyoak","False","False","Site survey","Wicklow","Unknown","Plant",-6.36365738003497,53.0230720000301
2008-04-13,2008-04-13,2008-04-13,"NBNSYS0000002638","Agrostis capillaris","OSI",10,"ballycorus","David Holyoak","False","False","Site survey","Dublin","Unknown","Plant",-6.16559070344105,53.224491484689
2008-05-24,2008-05-24,2008-05-24,"NBNSYS0000002638","Agrostis capillaris","OSI",10,"keeldrum","David Holyoak","False","False","Site survey","Donegal","Unknown","Plant",-8.15146485543436,55.0834266753238
2008-05-03,2008-05-03,2008-05-03,"NBNSYS0000002640","Agrostis stolonifera","OSI",10,"cappagh copper mines n of cappaghglass","David Holyoak","False","False","Site survey","Cork","Unknown","Plant",-9.45627298637801,51.536265974492
2008-04-20,2008-04-20,2008-04-20,"NBNSYS0000002640","Agrostis stolonifera","OSI",100,"tankardstown mine","David Holyoak","False","False","Site survey","Waterford","Unknown","Plant",-7.34129674151034,52.1383705874726
2008-05-04,2008-05-04,2008-05-04,"NHMSYS0021060385","Armeria maritima","OSI",10,"polleenateada","David Holyoak","False","False","Site survey","Cork","Unknown","Plant",-9.75688187950026,51.5163296633759
2008-04-16,2008-04-16,2008-04-16,"NBNSYS0000003902","Calluna vulgaris","OSI",100,"ballymurtagh","David Holyoak","False","False","Site survey","Wicklow","Unknown","Plant",-6.22974123565839,52.8719729386598
2008-04-15,2008-04-15,2008-04-15,"NBNSYS0000003902","Calluna vulgaris","OSI",100,"foxrock mine glendasan","David Holyoak","False","False","Site survey","Wicklow","Unknown","Plant",-6.35468550272119,53.0238468240452
2008-06-04,2008-06-04,2008-06-04,"NBNSYS0000003902","Calluna vulgaris","OSI",10,"sw of caim cross roads","David Holyoak","False","False","Site survey","Wexford","Unknown","Plant",-6.69651661269662,52.5127557317422
2008-05-01,2008-05-01,2008-05-01,"NBNSYS0000004598","Empetrum nigrum","OSI",10,"dooneen nw of allihies","David Holyoak","False","False","Site survey","Cork","Unknown","Plant",-10.0559008344084,51.6489115166882
2008-04-15,2008-04-15,2008-04-15,"NHMSYS0000344612","Festuca ovina","OSI",100,"foxrock mine glendasan","David Holyoak","False","False","Site survey","Wicklow","Unknown","Plant",-6.35468550272119,53.0238468240452
2008-05-10,2008-05-10,2008-05-10,"NHMSYS0000523323","Festuca rubra agg.","OSI",100,"tynagh","David Holyoak","False","False","Site survey","Galway","Unknown","Plant",-8.36933437168632,53.1703397864212
2008-06-04,2008-06-04,2008-06-04,"NBNSYS0000002499","Molinia caerulea","OSI",10,"sw of caim cross roads","David Holyoak","False","False","Site survey","Wexford","Unknown","Plant",-6.69651661269662,52.5127557317422
2008-04-25,2008-04-25,2008-04-25,"NBNSYS0000004629","Pinus sylvestris","OSI",10,"ross island","David Holyoak","False","False","Site survey","Kerry","Unknown","Plant",-9.53683405571889,52.0350683523192
2008-04-24,2008-04-24,2008-04-24,"NHMSYS0000462483","Rosa spinosissima","OSI",10,"muckross lake n shore","David Holyoak","False","False","Site survey","Kerry","Unknown","Plant",-9.53195895534611,52.0160777366501
2008-04-30,2008-04-30,2008-04-30,"NBNSYS0000003044","Sagina procumbens","OSI",100,"allihies mountain mine","David Holyoak","False","False","Site survey","Cork","Unknown","Plant",-10.0371489189361,51.6480248537294
2008-05-01,2008-05-01,2008-05-01,"NHMSYS0000463381","Sedum anglicum","OSI",10,"dooneen nw of allihies","David Holyoak","False","False","Site survey","Cork","Unknown","Plant",-10.0559008344084,51.6489115166882
2008-04-20,2008-04-20,2008-04-20,"NBNSYS0000002987","Silene uniflora","OSI",100,"knockmahon village","David Holyoak","False","False","Site survey","Waterford","Unknown","Plant",-7.36023084707291,52.1420696662464
2008-04-13,2008-04-13,2008-04-13,"NBNSYS0000003211","Ulex europaeus","OSI",10,"ballycorus","David Holyoak","False","False","Site survey","Dublin","Unknown","Plant",-6.16559070344105,53.224491484689
2008-05-07,2008-05-07,2008-05-07,"NBNSYS0000003211","Ulex europaeus","OSI",100,"shallee","David Holyoak","False","False","Site survey","Tipperary","Unknown","Plant",-8.28756387119401,52.7922722638295
2010-06-01,2010-09-30,2010-06-01,"NBNSYS0000003630","Hedera helix","OSI",1,"killarney co kerry","David Rees","False","False","A random sample of hedgerows within the southwesterly 1km square of selected 10km squares were surveyed","Unknown","Unknown","Plant",-9.44587174295792,52.061295121401
2010-06-01,2010-09-30,2010-06-01,"NBNSYS0000003430","Crataegus monogyna","OSI",1,"killarney co kerry","David Rees","False","False","A random sample of hedgerows within the southwesterly 1km square of selected 10km squares were surveyed","Unknown","Unknown","Plant",-9.45543464007757,52.0549399932164
2006-07-19,2006-07-19,2006-07-19,"NHMSYS0021118677","Hieracium argenteum auct. Angl.","OSI",10,"slaheny river at slaheny bridge","Rich, Dr T.C.G., Sawtschuk, Dr J., McCosh, Mr D.J.","False","False","Unknown","Unknown","Unknown","Plant",-9.44013757476327,51.8918561458571
2006-07-19,2006-07-19,2006-07-19,"NHMSYS0000459605","Hieracium scullyi","OSI",10,"roughty river at lettercannon","Rich, Dr T.C.G., Sawtschuk, Dr J., McCosh, Mr D.J.","False","False","Unknown","Unknown","Unknown","Plant",-9.36047386800841,51.9235421731345
2006-01-01,2011-12-31,2006-01-01,"NBNSYS0000002220","Juncus inflexus","OSI",1,"bartragh marsh","Roger Goodwillie","False","False","Site survey","Sligo","Unknown","Plant",-9.10907225840604,54.204442059663
2006-01-01,2011-12-31,2006-01-01,"NBNSYS0000003524","Lythrum salicaria","OSI",1,"bartragh marsh","Roger Goodwillie","False","False","Site survey","Sligo","Unknown","Plant",-9.10907225840604,54.204442059663
2006-01-01,2011-12-31,2006-01-01,"NHMSYS0000458758","Festuca arundinacea","OSI",1,"bartragh marsh","Roger Goodwillie","False","False","Site survey","Sligo","Unknown","Plant",-9.10907225840604,54.204442059663
2006-01-01,2011-12-31,2006-01-01,"NHMSYS0000461143","Oenanthe lachenalii","OSI",1,"bartragh marsh","Roger Goodwillie","False","False","Site survey","Sligo","Unknown","Plant",-9.10907225840604,54.204442059663
2006-01-01,2011-12-31,2006-01-01,"NBNSYS0000004135","Rhinanthus minor","OSI",1,"bartragh marsh","Roger Goodwillie","False","False","Site survey","Sligo","Unknown","Plant",-9.10907225840604,54.204442059663
2006-01-01,2011-12-31,2006-01-01,"NBNSYS0000003947","Samolus valerandi","OSI",1,"bartragh marsh","Roger Goodwillie","False","False","Site survey","Sligo","Unknown","Plant",-9.10907225840604,54.204442059663
2007-07-18,2007-07-18,2007-07-18,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"stradbally","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.1492171554961,53.0151140814302
2006-06-08,2006-06-08,2006-06-08,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"ballymorris","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.19291657106144,53.1484062718308
2007-07-11,2007-07-11,2007-07-11,"NBNSYS0100005722","Taraxacum agg.","OSI",1000,"kilrory","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.14344209385242,53.0433777194377
2007-07-10,2007-07-10,2007-07-10,"NBNSYS0100005722","Taraxacum agg.","OSI",1000,"ballyadding ruined church graveyard","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11233397726799,53.1060494827126
2007-07-25,2007-07-25,2007-07-25,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"cooltederry river barrow","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.19572064404705,53.1583093355905
2006-06-15,2006-06-15,2006-06-15,"NBNSYS0100005722","Taraxacum agg.","OSI",100,"kilbride gravel pit","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.21410103260163,53.134171160972
2011-08-23,2011-08-23,2011-08-23,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"mullaghattin quarry","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.19611550118543,54.0031727885666
2011-08-23,2011-08-23,2011-08-23,"NBNSYS0000002709","Ranunculus repens","OSI",1000,"rathcor lower","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.1748589818947,53.9831826796658
2011-08-23,2011-08-23,2011-08-23,"NBNSYS0000003859","Salix alba","OSI",1000,"ballynamagher west","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.18025753557242,53.9883862760042
2011-08-23,2011-08-23,2011-08-23,"NBNSYS0000003873","Salix cinerea subsp. oleifolia","OSI",1000,"galtrimsland south","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.18155554274419,53.9918383599633
2011-08-23,2011-08-23,2011-08-23,"NBNSYS0000004543","Sonchus oleraceus","OSI",1000,"ballynamony bradshaw","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.15625253718003,53.9878315429733
2011-08-23,2011-08-23,2011-08-23,"NBNSYS0000004234","Stachys palustris","OSI",1000,"rathcor lower","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.1748589818947,53.9831826796658
2011-08-22,2011-08-22,2011-08-22,"NBNSYS0000004234","Stachys palustris","OSI",1000,"newtown monasterboice","B. O'Loughlin & P. Crushell","False","False","Site survey","Louth","Unknown","Plant",-6.39618734667365,53.7773894773412
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000004451","Achillea millefolium","OSI",1,"cloonkeevy bog","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.55527027248321,54.0867219189129
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002640","Agrostis stolonifera","OSI",1,"black lough turlough","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.27318658234805,54.0660139154165
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000003703","Angelica sylvestris","OSI",1,"cloonkeevy bog","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.55527027248321,54.0867219189129
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002667","Anthoxanthum odoratum","OSI",1,"collooney reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.49524064430612,54.1760682305571
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002872","Cardamine pratensis","OSI",1,"lough bo","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.31339783544046,54.1122909539247
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0000456844","Carex disticha","OSI",1,"turlaghyraun reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.45394499897465,54.1065877835546
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000002409","Cladium mariscus","OSI",1,"turlaghyraun reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.45394499897465,54.1065877835546
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000003430","Crataegus monogyna","OSI",1,"turlaghyraun reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.45394499897465,54.1065877835546
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000002561","Dactylis glomerata","OSI",1,"turlaghyraun reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.45394499897465,54.1065877835546
2011-07-29,2011-07-29,2011-07-29,"NHMSYS0000458304","Eleocharis palustris","OSI",1,"white lough","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.26809289160557,54.0624407679247
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000003316","Filipendula ulmaria","OSI",1,"knockalough bog","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.59388401618758,54.0716331383312
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002619","Holcus lanatus","OSI",1,"carrigeenboy","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.24872751406604,54.0674594051364
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002231","Juncus articulatus","OSI",1,"black lough turlough","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.27318658234805,54.0660139154165
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002221","Juncus effusus","OSI",1,"carrickglass","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.30876040418191,54.0869593598632
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002221","Juncus effusus","OSI",1,"collooney reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.49524064430612,54.1760682305571
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002210","Juncus squarrosus","OSI",1,"carrickglass","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.30876040418191,54.0869593598632
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000004464","Leucanthemum vulgare","OSI",1,"collooney reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.49524064430612,54.1760682305571
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000004198","Mentha aquatica","OSI",1,"collooney reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.49524064430612,54.1760682305571
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000004198","Mentha aquatica","OSI",1,"lough bo","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.31339783544046,54.1122909539247
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000003976","Menyanthes trifoliata","OSI",1,"black lough turlough","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.27318658234805,54.0660139154165
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000002499","Molinia caerulea","OSI",1,"turlaghyraun reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.45394499897465,54.1065877835546
2011-07-20,2011-07-20,2011-07-20,"NHMSYS0000460816","Myosotis laxa","OSI",1,"lough nasool","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.31562301266547,54.1052956862049
2011-07-20,2011-07-20,2011-07-20,"NHMSYS0000461142","Oenanthe aquatica","OSI",1,"black lough turlough","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.27318658234805,54.0660139154165
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000002669","Phalaris arundinacea","OSI",1,"knockalough bog","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.59388401618758,54.0716331383312
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0000461024","Phleum pratense","OSI",1,"cloonagun bog","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.51136344976505,54.0676906332187
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0000456850","Carex flacca","OSI",1,"cloonkeevy bog","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.55527027248321,54.0867219189129
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002460","Carex nigra","OSI",1,"lough bo","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.31339783544046,54.1122909539247
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002436","Carex panicea","OSI",1,"collooney reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.49524064430612,54.1760682305571
2011-07-20,2011-07-20,2011-07-20,"NBNSYS0000002426","Carex rostrata","OSI",1,"lough agh derrylea","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.2892327441804,54.0629488680413
2011-07-20,2011-07-20,2011-07-20,"NHMSYS0021232322","Centaurea nigra sens. lat. (=nigra/debeauxii)","OSI",1,"collooney reedbed","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.49524064430612,54.1760682305571
2011-07-20,2011-07-20,2011-07-20,"NHMSYS0021232322","Centaurea nigra sens. lat. (=nigra/debeauxii)","OSI",1,"lough nasool","Faith Wilson and Peter Foss","False","False","Site survey","Sligo","Unknown","Plant",-8.31562301266547,54.1052956862049
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000004198","Mentha aquatica","OSI",1000,"monalty lough","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-6.68254523585532,53.9683945126976
2011-06-23,2011-06-23,2011-06-23,"NBNSYS0000002669","Phalaris arundinacea","OSI",1000,"toberheals spring","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-6.69707035844966,53.9853993697963
2011-06-23,2011-06-23,2011-06-23,"NHMSYS0000461024","Phleum pratense","OSI",1000,"gobbagwell spring","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-6.71721505688878,53.9896592863661
2011-06-22,2011-06-22,2011-06-22,"NBNSYS0000002718","Ranunculus flammula","OSI",1000,"skeatry bog","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-7.12942395625104,54.2878438284617
2011-06-22,2011-06-22,2011-06-22,"NBNSYS0000002709","Ranunculus repens","OSI",1000,"skeatry bog","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-7.12942395625104,54.2878438284617
2011-06-23,2011-06-23,2011-06-23,"NHMSYS0000458758","Festuca arundinacea","OSI",1000,"gobbagwell spring","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-6.71721505688878,53.9896592863661
2011-06-22,2011-06-22,2011-06-22,"NHMSYS0000464104","Symphoricarpos albus","OSI",1000,"skeatry bog","F. Wilson","False","False","Site survey","Monaghan","Unknown","Plant",-7.12942395625104,54.2878438284617
2011-08-24,2011-08-24,2011-08-24,"NBNSYS0000003703","Angelica sylvestris","OSI",1000,"mapastown","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.49765073057171,53.8930048751751
2011-08-26,2011-08-26,2011-08-26,"NHMSYS0000456095","Arrhenatherum elatius","OSI",1000,"lurgankeel","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.45389767521448,54.0564891897687
2011-08-24,2011-08-24,2011-08-24,"NHMSYS0000456095","Arrhenatherum elatius","OSI",1000,"wottonstown","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.43861668048283,53.9100688912469
2011-08-29,2011-08-29,2011-08-29,"NBNSYS0000003829","Betula pubescens","OSI",1000,"coole bog","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.60647551529502,53.8678121717295
2011-08-24,2011-08-24,2011-08-24,"NBNSYS0000003829","Betula pubescens","OSI",1000,"mapastown","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.49765073057171,53.8930048751751
2011-08-26,2011-08-26,2011-08-26,"NBNSYS0000003902","Calluna vulgaris","OSI",1000,"edentober","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.35605888185708,54.1089037023922
2011-08-26,2011-08-26,2011-08-26,"NHMSYS0000456325","Calystegia sepium","OSI",1000,"edentober","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.35605888185708,54.1089037023922
2011-08-24,2011-08-24,2011-08-24,"NBNSYS0000002460","Carex nigra","OSI",1000,"wottonstown","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.43861668048283,53.9100688912469
2011-08-24,2011-08-24,2011-08-24,"NBNSYS0000002464","Carex paniculata","OSI",1000,"tullakeel","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.63420106780108,53.8921657835575
2011-08-26,2011-08-26,2011-08-26,"NBNSYS0000003598","Chamerion angustifolium","OSI",1000,"nicholastown south","B. O'Loughlin & F. Wilson","False","False","Site survey","Louth","Unknown","Plant",-6.6055459222406,53.924056283338
1983-08-15,1983-08-15,1983-08-15,"NBNSYS0000002269","Iris pseudacorus","OSI",100,"clonmacnoise","M. Tubridy","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.97896874399143,53.3407281199787
