"StartDate","EndDate","Date","TaxonVersionKey","TaxonName","Projection","Precision","SiteName","Recorder","ZeroAbundance","UnderValidation","Sampling.method","County","Abundance_Simplified","Type","lon","lat"
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000004198","Mentha aquatica","OSI",1,"cartron lough","Faith Wilson, Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.64285450169681,54.1288164733224
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000002221","Juncus effusus","OSI",1,"killoran south","Faith Wilson, Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.64874359816977,54.1297911060617
2011-07-19,2011-07-19,2011-07-19,"NBNSYS0000004198","Mentha aquatica","OSI",1,"oghambaun turlough","Faith Wilson, Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.70685959722975,54.0445015840832
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000003976","Menyanthes trifoliata","OSI",1,"cartron lough","Faith Wilson, Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.64285450169681,54.1288164733224
2011-07-19,2011-07-19,2011-07-19,"NBNSYS0000004453","Achillea ptarmica","OSI",1,"oghambaun turlough","Faith Wilson, Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.70685959722975,54.0445015840832
2006-08-08,2006-08-08,2006-08-08,"NBNSYS0000004310","Galium saxatile","OSI",1000,"bricklieve mountains and keishcorran","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Sligo","Unknown","Plant",-8.35625020054339,54.0383328470012
2006-08-08,2006-08-08,2006-08-08,"NBNSYS0000004310","Galium saxatile","OSI",1000,"bricklieve mountains and keishcorran","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Sligo","Unknown","Plant",-8.35543532074542,54.0519639665512
2008-07-01,2008-07-31,2008-07-01,"NHMSYS0000456095","Arrhenatherum elatius","OSI",1000,"clongrennan","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.04425204257863,52.808986624257
2008-07-29,2008-07-29,2008-07-29,"NBNSYS0000004352","Succisa pratensis","OSI",100,"keeloge reservoir","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.01305287018022,52.8442264237789
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000004352","Succisa pratensis","OSI",1000,"ballylehane upper","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11656458210408,52.8994074252708
2008-08-15,2008-08-15,2008-08-15,"NBNSYS0000014362","Daucus carota","OSI",1000,"farrans","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.08722638334711,52.8812135332865
2008-08-27,2008-08-27,2008-08-27,"NBNSYS0000002561","Dactylis glomerata","OSI",1000,"crossneen river barrow","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-6.95507700611325,52.8172208954027
2008-07-14,2008-07-14,2008-07-14,"NBNSYS0000002561","Dactylis glomerata","OSI",100,"kilgory coal mine","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11126636424487,52.8315234838772
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000003022","Cerastium fontanum","OSI",1000,"rossmore","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.01439514284636,52.8177284898625
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000003022","Cerastium fontanum","OSI",1000,"monavea","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.0586906622482,52.8270743065686
2008-07-01,2008-07-31,2008-07-01,"NHMSYS0000456587","Brachypodium sylvaticum","OSI",100,"kylenahorn wood","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.02742968314172,52.8650131163623
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000003874","Salix aurita","OSI",1000,"rossmore","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-6.99956544254364,52.8176043699317
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000002966","Hypericum pulchrum","OSI",1000,"clongrennan","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.04425204257863,52.808986624257
2008-07-01,2008-07-31,2008-07-01,"NHMSYS0000464701","Ulmus glabra","OSI",1000,"ashfiled","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.05713315336198,52.8989503726272
2008-08-15,2008-08-15,2008-08-15,"NBNSYS0000003316","Filipendula ulmaria","OSI",1000,"farrans","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.08722638334711,52.8812135332865
2008-07-14,2008-07-14,2008-07-14,"NBNSYS0000003316","Filipendula ulmaria","OSI",1000,"kilcruise","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.08665965743318,52.90816713474
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000003949","Fraxinus excelsior","OSI",1000,"oldleagh","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.01296908691613,52.8806193771496
2008-07-15,2008-07-15,2008-07-15,"NBNSYS0000003949","Fraxinus excelsior","OSI",1000,"ashfield","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.05732820460602,52.8899659140038
2008-07-14,2008-07-14,2008-07-14,"NBNSYS0000004386","Tussilago farfara","OSI",100,"kilgory coal mine","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11126636424487,52.8315234838772
2008-07-01,2008-07-31,2008-07-01,"NHMSYS0000461257","Picea sitchensis","OSI",100,"kylenahorn wood","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.02742968314172,52.8650131163623
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000003430","Crataegus monogyna","OSI",1000,"rossmore","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-6.99956544254364,52.8176043699317
2008-08-15,2008-08-15,2008-08-15,"NBNSYS0000003430","Crataegus monogyna","OSI",1000,"farrans","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.08722638334711,52.8812135332865
2008-07-01,2008-07-31,2008-07-01,"NBNSYS0000003430","Crataegus monogyna","OSI",1000,"ballylehane upper","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11656458210408,52.8994074252708
2007-08-01,2007-08-01,2007-08-01,"NBNSYS0000004515","Lapsana communis","OSI",1000,"garrans","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11399561497764,53.0251904358504
2008-07-15,2008-07-15,2008-07-15,"NBNSYS0000004515","Lapsana communis","OSI",100,"cappalug","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.01109922579964,52.8648781893469
2008-07-01,2008-07-31,2008-07-01,"NHMSYS0000460318","Leycesteria formosa","OSI",1000,"maidenhead","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.04227555166758,52.8988314643874
2008-07-01,2008-07-31,2008-07-01,"NHMSYS0000460572","Malus sylvestris","OSI",1000,"maidenhead","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.04227555166758,52.8988314643874
2009-07-01,2009-07-31,2009-07-01,"NHMSYS0000458716","Fallopia japonica","OSI",1000,"ballyfin demanse","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.42658276977782,53.054065873485
2009-07-01,2009-07-31,2009-07-01,"NHMSYS0000458716","Fallopia japonica","OSI",1000,"baunreagh","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.56061220261116,53.0726077385482
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000004352","Succisa pratensis","OSI",1,"knocknashammer 1","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48953699771066,54.246829880556
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000004352","Succisa pratensis","OSI",1,"tullaghaglass bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.89932423772519,54.0986766426676
2009-09-08,2009-09-08,2009-09-08,"NHMSYS0021007976","Trichophorum caespitosum s.lat.","OSI",1,"black lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.27318658234805,54.0660139154165
2011-07-19,2011-07-19,2011-07-19,"NBNSYS0000003037","Stellaria graminea","OSI",1,"ballynacarrow south","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.5653086062068,54.1383599877249
2009-09-10,2009-09-10,2009-09-10,"NHMSYS0021007976","Trichophorum caespitosum s.lat.","OSI",1,"drangan bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.55847378536687,54.3772967518569
2010-09-15,2010-09-15,2010-09-15,"NHMSYS0021007976","Trichophorum caespitosum s.lat.","OSI",1,"tullaghaglass bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.89932423772519,54.0986766426676
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003231","Trifolium pratense","OSI",100,"letterbrone flush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.97064271751416,54.0349091759926
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000003247","Trifolium repens","OSI",1,"ballydoogan","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.51933246053686,54.2680057286043
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003247","Trifolium repens","OSI",1,"magheranrush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.37956908042485,54.2824598836238
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002120","Triglochin palustre","OSI",1,"caltragh marsh","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.4817838566159,54.2581356651954
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003871","Salix cinerea","OSI",1,"letterbrone fen","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.95413481847816,54.0391740382403
2009-09-23,2009-09-23,2009-09-23,"NBNSYS0000003871","Salix cinerea","OSI",1,"lisruntagh","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48185603648395,54.1457121077966
2009-09-10,2009-09-10,2009-09-10,"NBNSYS0000003871","Salix cinerea","OSI",1,"silverhill bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.56526417553679,54.370859879051
2009-09-11,2009-09-11,2009-09-11,"NBNSYS0000003873","Salix cinerea subsp. oleifolia","OSI",1,"cloghfin and blind lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.44465422800338,54.1656195982235
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0021164515","Salix euxina x alba = S. x fragilis","OSI",1,"kingsbrook bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.4280290090187,54.103376576756
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0021164515","Salix euxina x alba = S. x fragilis","OSI",1,"knocknawhishoge","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.47298614810593,54.0722676481921
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000003877","Salix repens","OSI",1,"killoran north lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.63311268125604,54.1420026361962
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000004324","Sambucus nigra","OSI",1,"kingswood flush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.59154998876141,54.1266716487004
2009-09-11,2009-09-11,2009-09-11,"NBNSYS0000002386","Schoenoplectus lacustris","OSI",1,"cloghfin and blind lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.44465422800338,54.1656195982235
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002386","Schoenoplectus lacustris","OSI",1,"tullaghaglass bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.89932423772519,54.0986766426676
2011-07-19,2011-07-19,2011-07-19,"NBNSYS0000004078","Scrophularia nodosa","OSI",1,"ballynacarrow south","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.5653086062068,54.1383599877249
2011-09-14,2011-09-14,2011-09-14,"NHMSYS0021241532","Jacobaea aquatica","OSI",1,"carrigans upper","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.51262603013326,54.1044926517632
2008-09-01,2008-09-30,2008-09-01,"NHMSYS0021241532","Jacobaea aquatica","OSI",1,"cleavry lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38915849692343,54.0809587604679
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0021241532","Jacobaea aquatica","OSI",1,"kingswood flush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.59154998876141,54.1266716487004
2010-09-16,2010-09-16,2010-09-16,"NHMSYS0021241532","Jacobaea aquatica","OSI",1,"knockadoo lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.64823632163653,54.1551196448193
2009-09-10,2009-09-10,2009-09-10,"NHMSYS0021241532","Jacobaea aquatica","OSI",1,"toberachuantais grange","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.52300193193172,54.3966084189763
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002361","Sparganium erectum","OSI",1,"caltragh marsh","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.4817838566159,54.2581356651954
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002361","Sparganium erectum","OSI",1,"cleavry lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38915849692343,54.0809587604679
2008-09-01,2008-09-30,2008-09-01,"NHMSYS0000455671","Agrostis canina","OSI",100,"templevanny lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.41365832134898,54.8088927791475
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002640","Agrostis stolonifera","OSI",1,"drinaghan","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.53917364839345,54.266544193089
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000002640","Agrostis stolonifera","OSI",1,"drumderry marsh","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38410462517095,54.0896085487426
2010-09-14,2010-09-14,2010-09-14,"NBNSYS0000002640","Agrostis stolonifera","OSI",100,"lough naskea","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.98424903032656,54.0294079975414
2009-09-24,2009-09-24,2009-09-24,"NHMSYS0000455771","Alnus glutinosa","OSI",1,"kinkillew","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38564226629056,54.1549344315039
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000003942","Anagallis tenella","OSI",1,"carha","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.69720563471006,54.1462755087235
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003942","Anagallis tenella","OSI",1,"culdaly flush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.98590592184543,54.0362315297272
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000003703","Angelica sylvestris","OSI",1,"aughris nr aughris hd","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.76455390545911,54.2683090725905
2009-09-09,2009-09-09,2009-09-09,"NBNSYS0000003703","Angelica sylvestris","OSI",1,"doonfore","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.59456128966345,54.3517817801456
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003703","Angelica sylvestris","OSI",1,"magheranrush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.37956908042485,54.2824598836238
2009-09-09,2009-09-09,2009-09-09,"NBNSYS0000002667","Anthoxanthum odoratum","OSI",1,"ballyconnell 1","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.62902344303975,54.3596655351746
2009-09-23,2009-09-23,2009-09-23,"NBNSYS0000002667","Anthoxanthum odoratum","OSI",1,"coolteen","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.47252391437058,54.1472763219903
2011-07-21,2011-07-21,2011-07-21,"NHMSYS0000455995","Apium inundatum","OSI",1,"drinaghan","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.53917364839345,54.266544193089
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000003666","Apium nodiflorum","OSI",1,"toberscanavan lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48940333391267,54.1615561985142
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0000456095","Arrhenatherum elatius","OSI",100,"lough naskea","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.98424903032656,54.0294079975414
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000003827","Betula pendula","OSI",1,"toberscanavan lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48940333391267,54.1615561985142
2009-09-23,2009-09-23,2009-09-23,"NBNSYS0000003829","Betula pubescens","OSI",1,"lisruntagh","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48185603648395,54.1457121077966
2009-09-11,2009-09-11,2009-09-11,"NBNSYS0000002565","Briza media","OSI",1,"drumcliff bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48396828919375,54.3254595053212
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000143455","Callitriche stagnalis","OSI",1,"cleavry lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38915849692343,54.0809587604679
2009-09-10,2009-09-10,2009-09-10,"NBNSYS0000003902","Calluna vulgaris","OSI",1,"silverhill bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.56526417553679,54.370859879051
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000003902","Calluna vulgaris","OSI",100,"templevanny lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.41365832134898,54.8088927791475
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000002691","Caltha palustris","OSI",1,"carha","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.69720563471006,54.1462755087235
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002691","Caltha palustris","OSI",1,"carrownaskeagh lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.68239751127166,54.1540415974031
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002691","Caltha palustris","OSI",1,"drummaskibbole reedbeds","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48610922630523,54.2292625466154
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000002691","Caltha palustris","OSI",1,"killoran north lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.63311268125604,54.1420026361962
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002876","Cardamine hirsuta","OSI",1,"aughris nr aughris hd","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.76455390545911,54.2683090725905
2009-09-08,2009-09-08,2009-09-08,"NBNSYS0000002876","Cardamine hirsuta","OSI",1,"black lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.27318658234805,54.0660139154165
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000003902","Calluna vulgaris","OSI",1,"carrownacreevy","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.72364282477987,54.135365738931
2009-09-10,2009-09-10,2009-09-10,"NBNSYS0000003902","Calluna vulgaris","OSI",1,"drumfad bog 2","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.46012249817741,54.4101417654141
2009-09-25,2009-09-25,2009-09-25,"NBNSYS0000003902","Calluna vulgaris","OSI",1,"lisnarawer fen","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.64486561878077,54.2297489612123
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002872","Cardamine pratensis","OSI",1,"cleavry lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38915849692343,54.0809587604679
2009-09-10,2009-09-10,2009-09-10,"NBNSYS0000002482","Carex echinata","OSI",1,"gortaderry 2","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.47079870473083,54.3929421755082
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002482","Carex echinata","OSI",1,"kincuillew fen","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.91577594440245,54.0523466420234
2010-09-17,2010-09-17,2010-09-17,"NBNSYS0000002482","Carex echinata","OSI",100,"moylough raised bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.71762833046707,54.5846939317454
2009-09-10,2009-09-10,2009-09-10,"NHMSYS0000456850","Carex flacca","OSI",1,"gortaderry 2","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.47079870473083,54.3929421755082
2009-09-25,2009-09-25,2009-09-25,"NHMSYS0000456850","Carex flacca","OSI",1,"lisnarawer fen","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.64486561878077,54.2297489612123
2010-09-14,2010-09-14,2010-09-14,"NHMSYS0000456850","Carex flacca","OSI",100,"lough naskea","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.98424903032656,54.0294079975414
2008-09-01,2008-09-30,2008-09-01,"NHMSYS0000456850","Carex flacca","OSI",1,"toberscanavan lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48940333391267,54.1615561985142
2011-07-22,2011-07-22,2011-07-22,"NHMSYS0000456906","Carex viridula subsp. brachyrrhyncha","OSI",1,"bellanascarrow lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48890579079351,54.0880877402708
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000002460","Carex nigra","OSI",1,"bellanascarrow lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48890579079351,54.0880877402708
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002460","Carex nigra","OSI",1,"culdaly flush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.98590592184543,54.0362315297272
2009-09-09,2009-09-09,2009-09-09,"NBNSYS0000002460","Carex nigra","OSI",1,"doonfore","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.59456128966345,54.3517817801456
2009-09-24,2009-09-24,2009-09-24,"NBNSYS0000002460","Carex nigra","OSI",1,"lough lee","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.36528016142789,54.2065378507061
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000002466","Carex diandra","OSI",1,"laughil","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.73209873503913,54.124695510343
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000002436","Carex panicea","OSI",1,"drumdivnagh lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.60644343530755,54.1420769475878
2009-09-24,2009-09-24,2009-09-24,"NBNSYS0000002464","Carex paniculata","OSI",1,"kinkillew","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38564226629056,54.1549344315039
2009-09-11,2009-09-11,2009-09-11,"NBNSYS0000002464","Carex paniculata","OSI",1,"knockroe lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.44481734111089,54.1608395921214
2009-09-11,2009-09-11,2009-09-11,"NBNSYS0000002426","Carex rostrata","OSI",1,"drumcliff bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48396828919375,54.3254595053212
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002426","Carex rostrata","OSI",1,"drummaskibbole reedbeds","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48610922630523,54.2292625466154
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000002426","Carex rostrata","OSI",1,"toberscanavan lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.48940333391267,54.1615561985142
2010-09-17,2010-09-17,2010-09-17,"NHMSYS0021232322","Centaurea nigra sens. lat. (=nigra/debeauxii)","OSI",100,"moylough raised bog","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.71762833046707,54.5846939317454
2011-07-22,2011-07-22,2011-07-22,"NBNSYS0000003022","Cerastium fontanum","OSI",1,"killoran north lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.63311268125604,54.1420026361962
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003022","Cerastium fontanum","OSI",100,"letterbrone flush","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.97064271751416,54.0349091759926
2008-09-01,2008-09-30,2008-09-01,"NBNSYS0000003674","Cicuta virosa","OSI",1,"cleavry lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.38915849692343,54.0809587604679
2009-09-11,2009-09-11,2009-09-11,"NBNSYS0000004496","Cirsium dissectum","OSI",1,"cloghfin and blind lough","Faith Wilson","False","False","Site survey","Sligo","Unknown","Plant",-8.44465422800338,54.1656195982235
2007-07-01,2007-07-31,2007-07-01,"NBNSYS0000003283","Vicia cracca","OSI",1000,"fisherstown","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.06774131436525,53.0967227647631
2007-08-01,2007-08-01,2007-08-01,"NBNSYS0000003283","Vicia cracca","OSI",1000,"inch","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.11399561497764,53.0251904358504
2006-06-15,2006-06-15,2006-06-15,"NBNSYS0000003283","Vicia cracca","OSI",100,"kilbride gravel pit","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.21410103260163,53.134171160972
2006-06-15,2006-06-15,2006-06-15,"NBNSYS0000004451","Achillea millefolium","OSI",100,"kilbride gravel pit","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.21410103260163,53.134171160972
2007-07-01,2007-07-31,2007-07-01,"NHMSYS0000462067","Primula vulgaris","OSI",1000,"fisherstown","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.06774131436525,53.0967227647631
2006-08-05,2006-08-05,2006-08-05,"NBNSYS0000003630","Hedera helix","OSI",100,"kylecruttia dairyhill","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.46359542209849,52.8956416720652
2007-07-03,2007-07-03,2007-07-03,"NBNSYS0000003630","Hedera helix","OSI",1000,"moyne demesne","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.39950465698242,52.8562463700636
2007-07-10,2007-07-10,2007-07-10,"NBNSYS0000003630","Hedera helix","OSI",100,"jamestown  along canal","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.08166240757509,53.1089617008445
2007-06-25,2007-06-25,2007-06-25,"NBNSYS0000003630","Hedera helix","OSI",100,"clonanny bog","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.09882672461278,53.1450354668886
2006-06-15,2006-06-15,2006-06-15,"NBNSYS0000002718","Ranunculus flammula","OSI",100,"kilbride gravel pit","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.21410103260163,53.134171160972
2007-08-02,2007-08-02,2007-08-02,"NHMSYS0000461247","Picea abies","OSI",1000,"oughaval","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.12943972267442,52.9983471757058
2007-07-11,2007-07-11,2007-07-11,"NBNSYS0000004492","Cirsium arvense","OSI",1000,"kilrory","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.14344209385242,53.0433777194377
2006-08-05,2006-08-05,2006-08-05,"NHMSYS0000456850","Carex flacca","OSI",100,"dairyhill","Betsy Hickey","False","False","Unknown","Unknown","Unknown","Plant",-7.46658908017108,52.8938580055356
