RecordKey	SurveyKey	SampleKey	StartDate	EndDate	DateType	Date	TaxonVersionKey	TaxonName	GridReference	East	North	Projection	Precision	SiteKey	SiteName	Recorder	Determiner	ZeroAbundance	UnderValidation	ImagePath	Survey name	County	Record comment	Abundance	Habitat description	Sampling method
23367345401525393	RichTCG1999-2009		10/06/1937	10/06/1937	D	10/06/1937	NHMSYS0021118677	Hieracium argenteum auct. Angl.	V7183	71500	83500	OSI	1000		Bealalaw Bridge, Glen Caragh	Andrews, Mr C.E.A.		False	False		Rich, T.C.G. (1999-2009) Collation of data on Irish Endemic Hawkweeds. Submitted to the National Biodiversity Data Centre		Bealalaw Bridge, Glencar. Curation: BIRM			
23367345401525427	RichTCG1999-2009		23/07/1956	23/07/1956	D	23/07/1956	NHMSYS0000840748	Hieracium basalticola	D3024	330500	424500	OSI	1000		Garron Point	Andrews, Mr C.E.A.		False	False		Rich, T.C.G. (1999-2009) Collation of data on Irish Endemic Hawkweeds. Submitted to the National Biodiversity Data Centre		Curation: BIRM			
23367345401526325	RichTCG1995-2008		01/01/2005	31/12/2005	DD	01/01/2005 - 31/12/2005	NHMSYS0000463794	Sorbus anglica	V9488	94200	88900	OSI	1000		O'Donohoe's Pigeon House (Crocodile Rock)	BSBI meeting		False	False		Rich, T.C.G. (1995-2008) Collation of data on Sorbus in Killarney, Co. Kerry. Submitted to the National Biodiversity Data Centre	Kerry				General records
23367345401526376	RichTCG1995-2008		01/01/2005	31/12/2005	DD	01/01/2005 - 31/12/2005	NHMSYS0000463815	Sorbus rupicola	V9587	95400	87900	OSI	1000		Crow Island	BSBI meeting		False	False		Rich, T.C.G. (1995-2008) Collation of data on Sorbus in Killarney, Co. Kerry. Submitted to the National Biodiversity Data Centre	Kerry				General records
23367345401511787	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000003191	Acer pseudoplatanus	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511789	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000002640	Agrostis stolonifera	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511804	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NHMSYS0000456844	Carex disticha	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511806	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000002464	Carex paniculata	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511821	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NHMSYS0000458187	Dryopteris dilatata	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511823	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000003536	Epilobium hirsutum	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511838	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000002185	Hyacinthoides non-scripta	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511840	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000002969	Hypericum elodes	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511855	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000002247	Luzula multiflora	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511857	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000003936	Lysimachia vulgaris	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511870	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000004184	Pinguicula vulgaris	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511872	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000004273	Plantago major	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511887	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NHMSYS0000462978	Rumex hydrolapathum	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511889	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000003796	Rumex sanguineus	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511905	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000003211	Ulex europaeus	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
23367345401511907	OConnellCCBreathnach2008		01/01/2008	31/12/2008	Y	2008	NBNSYS0000003807	Urtica dioica	S531015	253150	101550	OSI	100		Fenor Bog	C. O'Connell & C. Breathnach		False	False		O'Connell, C. & C. Breathnach (2008) Fenor Bog NNR Conservation Action Plan 2009. Irish Peatland Conservation Council & Moin Fhionnurach Development Association, Fenor, Co. Waterford.	Waterford				Site survey
24837546664010128	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NHMSYS0000455995	Apium inundatum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664010143	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000003666	Apium nodiflorum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664010894	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002426	Carex rostrata	G7368017362	173680	317362	OSI	1		Tawnagh	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664010964	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000003674	Cicuta virosa	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664011079	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002409	Cladium mariscus	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664011328	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000003519	Drosera rotundifolia	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664011430	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NHMSYS0000458403	Epilobium parviflorum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664014272	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002894	Rorippa nasturtium-aquaticum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664014738	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002361	Sparganium erectum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664015067	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002120	Triglochin palustre	G7368017362	173680	317362	OSI	1		Tawnagh	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664011949	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000003316	Filipendula ulmaria	G7368017362	173680	317362	OSI	1		Tawnagh	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664013017	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000004198	Mentha aquatica	G7368017362	173680	317362	OSI	1		Tawnagh	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664013685	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NHMSYS0000461597	Persicaria amphibia	G7368017362	173680	317362	OSI	1		Tawnagh	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
23367345401513632	DwyerRetal2006		08/08/2006	08/08/2006	D	08/08/2006	NHMSYS0000456095	Arrhenatherum elatius	G7508	175118	308743	OSI	1000		Bricklieve Mountains & Keishcorran	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Sligo	Quadrat number: 1656/Q14. DAFOR: O		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513634	DwyerRetal2006		24/09/2006	24/09/2006	D	24/09/2006	NHMSYS0000456095	Arrhenatherum elatius	L8409	84806	209322	OSI	1000		Inishmore Island	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 213/Q11. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513649	DwyerRetal2006		20/09/2006	20/09/2006	D	20/09/2006	NBNSYS0000014864	Asperula cynanchica	M3610	136616	210989	OSI	1000		Galway Bay Complex	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 268/Q17. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513651	DwyerRetal2006		08/08/2006	08/08/2006	D	08/08/2006	NHMSYS0000459280	Helictotrichon pubescens	G7111	171196	311141	OSI	1000		Bricklieve Mountains & Keishcorran	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Sligo	Quadrat number: 1656/Q01. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513666	DwyerRetal2006		24/09/2006	24/09/2006	D	24/09/2006	NHMSYS0000459280	Helictotrichon pubescens	L8906	89834	206027	OSI	1000		Inishmore Island	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 213/Q06. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513668	DwyerRetal2006		24/09/2006	24/09/2006	D	24/09/2006	NHMSYS0000459280	Helictotrichon pubescens	L8906	89909	206146	OSI	1000		Inishmore Island	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 213/Q05. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513683	DwyerRetal2006		01/06/2006	01/06/2006	D	01/06/2006	NHMSYS0000459280	Helictotrichon pubescens	M4215	142630	215571	OSI	1000		Lough Fingall Complex	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 606/Q02. DAFOR: O		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513685	DwyerRetal2006		26/06/2006	26/06/2006	D	26/06/2006	NHMSYS0000459280	Helictotrichon pubescens	M8227	182382	227074	OSI	1000		Glenloughaun Esker	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 2213/Q01. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513700	DwyerRetal2006		27/07/2006	27/07/2006	D	27/07/2006	NHMSYS0000459280	Helictotrichon pubescens	R2950	129183	150592	OSI	1000		Barrigone	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Limerick	Quadrat number: 432/Q12. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513702	DwyerRetal2006		27/07/2006	27/07/2006	D	27/07/2006	NHMSYS0000459280	Helictotrichon pubescens	R2950	129831	150243	OSI	1000		Barrigone	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Limerick	Quadrat number: 432/Q06. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513717	DwyerRetal2006		17/08/2006	17/08/2006	D	17/08/2006	NBNSYS0000004445	Bellis perennis	G7169	171482	369848	OSI	1000		St. John's Point	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Donegal	Quadrat number: 191/Q12. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513719	DwyerRetal2006		08/08/2006	08/08/2006	D	08/08/2006	NBNSYS0000004445	Bellis perennis	G7211	172195	311704	OSI	1000		Bricklieve Mountains & Keishcorran	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Sligo	Quadrat number: 1656/Q09. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513732	DwyerRetal2006		04/08/2006	04/08/2006	D	04/08/2006	NBNSYS0000004445	Bellis perennis	M2141	121777	241487	OSI	1000		Lough Corrib	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 297/Q03. DAFOR: O		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513734	DwyerRetal2006		20/09/2006	20/09/2006	D	20/09/2006	NBNSYS0000004445	Bellis perennis	M3019	130333	219401	OSI	1000		Galway Bay Complex	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 268/Q02. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513736	DwyerRetal2006		29/09/2006	29/09/2006	D	29/09/2006	NBNSYS0000004445	Bellis perennis	M3009	130788	209924	OSI	1000		East Burren Complex	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Clare	Quadrat number: 1926/Q04. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513749	DwyerRetal2006		31/08/2006	31/08/2006	D	31/08/2006	NBNSYS0000004445	Bellis perennis	N3636	236958	236829	OSI	1000		Split Hills and Long Hill Esker	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Westmeath	Quadrat number: 1831/Q05. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513751	DwyerRetal2006		05/07/2006	05/07/2006	D	05/07/2006	NBNSYS0000004445	Bellis perennis	S3267	232986	167914	OSI	1000		Spahill and Clomantagh Hill	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Kilkenny	Quadrat number: 849/Q03. DAFOR: F		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513766	DwyerRetal2006		04/08/2006	04/08/2006	D	04/08/2006	NHMSYS0000456502	Blackstonia perfoliata	M2341	123678	241544	OSI	1000		Lough Corrib	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 297/Q08. DAFOR: F		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513768	DwyerRetal2006		04/08/2006	04/08/2006	D	04/08/2006	NHMSYS0000456502	Blackstonia perfoliata	M2341	123847	241296	OSI	1000		Lough Corrib	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 297/Q07. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513783	DwyerRetal2006		31/08/2006	31/08/2006	D	31/08/2006	NHMSYS0000456583	Brachypodium pinnatum	N3636	236958	236829	OSI	1000		Split Hills and Long Hill Esker	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Westmeath	Quadrat number: 1831/Q05. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513785	DwyerRetal2006		20/09/2006	20/09/2006	D	20/09/2006	NHMSYS0000456587	Brachypodium sylvaticum	M3211	132888	211396	OSI	1000		Galway Bay Complex	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 268/Q12. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401513800	DwyerRetal2006		06/09/2006	06/09/2006	D	06/09/2006	NBNSYS0000002565	Briza media	L9304	93109	204118	OSI	1000		Inishmaan Island	Dwyer, R., Crowley, W. & Wilson, F.		False	False		Dwyer R. et al. (2006) Pilot grassland survey, Unpublished report to the National Parks & Wildlife, Dublin.	Galway	Quadrat number: 212/Q11. DAFOR: R		GS1	Field survey using 2m x 2m quadrats (DAFOR scale)
23367345401525418	RichTCG1999-2009		20/07/1954	20/07/1954	D	20/07/1954	NHMSYS0000459639	Hieracium sparsifrons	W0475	104500	75500	OSI	1000		Roughty River at Morley's Bridge	Andrews, Mr C.E.A.		False	False		Rich, T.C.G. (1999-2009) Collation of data on Irish Endemic Hawkweeds. Submitted to the National Biodiversity Data Centre		Morley's Bridge, Roughty River. Curation: BIRM			
24837546664012256	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000003633	Hydrocotyle vulgaris	G7368017362	173680	317362	OSI	1		Tawnagh	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664010120	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002667	Anthoxanthum odoratum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664010220	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000004354	Bidens cernua	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664012460	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002231	Juncus articulatus	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664012875	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000003934	Lysimachia nemorum	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664013228	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000004005	Myosotis scorpioides	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664013496	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NBNSYS0000002669	Phalaris arundinacea	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
24837546664013561	WilsonFossCrushell2011		13/09/2010	13/09/2010	D	13/09/2010	NHMSYS0000461214	Phragmites australis	G7392217310	173922	317310	OSI	1		Swallow Hole Near Riverstown	Faith Wilson, Peter Foss, Patrick Crushell		False	False		Wilson, F. Foss, P. & Crushell, P. (2011) County Sligo Wetland Survey Phase IV. Report Sligo County Council.	Sligo				Site survey
23367345401526333	RichTCG1995-2008		01/01/2005	31/12/2005	DD	01/01/2005 - 31/12/2005	NHMSYS0000463815	Sorbus rupicola	V9487	94800	87600	OSI	1000		Rough Island	BSBI meeting		False	False		Rich, T.C.G. (1995-2008) Collation of data on Sorbus in Killarney, Co. Kerry. Submitted to the National Biodiversity Data Centre	Kerry				General records
23367345401526336	RichTCG1995-2008		01/01/2005	31/12/2005	DD	01/01/2005 - 31/12/2005	NHMSYS0000463815	Sorbus rupicola	V9486	94900	86600	OSI	1000		Gannet Rock	BSBI meeting		False	False		Rich, T.C.G. (1995-2008) Collation of data on Sorbus in Killarney, Co. Kerry. Submitted to the National Biodiversity Data Centre	Kerry				General records
23367345401525417	RichTCG1999-2009		20/07/1954	20/07/1954	D	20/07/1954	NHMSYS0000459639	Hieracium sparsifrons	W0475	104500	75500	OSI	1000		Roughty River at Morley's Bridge	Burges, Dr R.C.L.		False	False		Rich, T.C.G. (1999-2009) Collation of data on Irish Endemic Hawkweeds. Submitted to the National Biodiversity Data Centre		Morley's Bridge, Roughty River. Curation: E			
23367345401519513	FossPJetal2011		23/08/2011	23/08/2011	D	23/08/2011	NBNSYS0000002016	Equisetum fluviatile	J1905	319370	305349	OSI	1000		Rathcor Lough	B. O'Loughlin & P. Crushell		False	False		Foss, P.J. et. al. (2011) Title: Louth Wetland Identification Survey.Part 2: Site Reports (Sections A & B). Report prepared for Louth County Council and The Heritage Council. pp. 497.	Louth				Site survey
